ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Must Match,Rule: Product Column,Rule: Relation,Rule: Condition,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: nogin.element_data [json],Metafield: nogin.layout [single_line_text_field],Metafield: custom.seo_description [rich_text_field],Metafield: ss_explosion [single_line_text_field],Metafield: collection_hero_alt [string],Metafield: subcollection.headwear-hide-image [string],Metafield: subcollection.headwear-title [string],Metafield: subcollection.socks-title [string],Metafield: subcollection.socks-hide-image [string],Metafield: subcollection.runlaces-hide-image [string],Metafield: subcollection.runlaces-title [string],Metafield: subcollection.runfresh-hide-image [string],Metafield: subcollection.runfresh-title [string],Metafield: subcollection.k9-series-title [string],Metafield: subcollection.k9-series-hide-image [string],Metafield: subcollection.headwear-meta-description [string],Metafield: subcollection.keep-it-clean-hide-image [string],Metafield: subcollection.keep-it-clean-title [string],Metafield: subcollection. k9-series-meta-description [string],Metafield: subcollection.socks-meta-description [string],Metafield: subcollection.face-masks-and-gaiters-meta-de [string],Metafield: subcollection.power-wash-detergent-meta-desc [string],Metafield: collection_hero_m [string],Metafield: collection_image_link [string],Metafield: subcollection.handhelds-hide-image [string],Metafield: subcollection.packs-title [string],Metafield: subcollection.packs-hide-image [string],Metafield: subcollection.handhelds-title [string],Metafield: subcollection.flasks-hide-image [string],Metafield: subcollection.bottles-hide-image [string],Metafield: subcollection.flasks-title [string],Metafield: subcollection.bottles-title [string],Metafield: subcollection.accessories-hide-image [string],Metafield: subcollection.accessories-title [string],Metafield: subcollection.waistpacks-title [string],Metafield: subcollection.waistpacks-hide-image [string],Metafield: subcollection.packs-meta-description [string],Metafield: subcollection.waistpacks-meta-description [string],Metafield: subcollection.handhelds-meta-description [string],Metafield: collection_hero [string],Metafield: gendered_collection [string],Metafield: subcollection.saferrun-title [string],Metafield: subcollection.saferrun-hide-image [string],Metafield: subcollection.headlamps-hide-image [string],Metafield: subcollection.headlamps-title [string],Metafield: subcollection.reflective-hide-image [string],Metafield: subcollection.reflective-title [string],Metafield: subcollection.flash-lights-title [string],Metafield: subcollection.flash-lights-hide-image [string],Metafield: subcollection.wearable-lights-title [string],Metafield: subcollection.wearable-lights-hide-image [string],Metafield: subcollection.face-masks-and-gaiters-hi [string],Metafield: subcollection.face-masks-and-gaiters-t [string],Metafield: subcollection.hypernight-title [string],Metafield: subcollection.hypernight-hide-image [string],Metafield: subcollection.saferrun-meta-description [string],Metafield: hide_all_flags [single_line_text_field],Metafield: subcollection.training-belts-hide-image [string],Metafield: subcollection.training-belts-title [string],Metafield: subcollection.arm-bands-hide-image [string],Metafield: subcollection.arm-bands-title [string],Metafield: subcollection.back-packs-title [string],Metafield: subcollection.back-packs-hide-image [string],Metafield: plp.title [multi_line_text_field],Metafield: custom_parent_collection [string],Metafield: custom_parent_url [string],Metafield: banner.image6_url [single_line_text_field],Metafield: banner.image8_url [single_line_text_field],Metafield: banner.image4_url [single_line_text_field],Metafield: banner.image7_url [single_line_text_field],Metafield: banner.image5_url [single_line_text_field],Metafield: banner.image1_url [single_line_text_field],Metafield: banner.image3_url [single_line_text_field],Metafield: banner.image2_url [single_line_text_field],Metafield: banner.maximum_images [number_integer],Metafield: banner.image1_alt [single_line_text_field],Metafield: banner.image1_link [single_line_text_field],Metafield: subcollection.outlet-title [string],Metafield: subcollection.gear-hide-image [string],Metafield: subcollection.outlet-hide-image [string],Metafield: subcollection.gear-title [string],Metafield: subcollection.hydration-hide-image [string],Metafield: subcollection.hydration-title [string],Metafield: subcollection.safety-hide-image [string],Metafield: subcollection.safety-title [string],Metafield: subcollection.storage-title [string],Metafield: subcollection.storage-hide-image [string],Metafield: collection.banner [single_line_text_field],Metafield: collection.banner_mobile [single_line_text_field],Metafield: shogun.above [string],Metafield: shogun.below [string]
107842994264,running-gear,MERGE,Gear,"<p>Nathan delivers a wide range of gear to compliment your everyday running essentials including hats, bandanas, beanies, socks, run laces, and dog harnesses and leashes – with the same attention to detail in fabrics, reflectivity and storage. Additionally, our line of run fresh and sports detergent products is designed to outsmart the odors and keep your performance gear like new. Whether your shoes, gym bags or garments are smelling a little too funky, we’ve got your covered with odor eliminators and revitalizing cleaners in a variety of applications from liquid to capsules to wipes. </p>",Manual,,2025-11-05 04:11:30 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/NS24_site_PLP_Banner_Gear.webp?v=1713920653,3810,932,"athlete stopped to side of trail in Nathan Sports HyperNight Reflective Beanie, Gloves, and a black hydration pack",1,true,any condition,Tag,Equals,product_type:Hats & Headwear,Running Training Gear | Nathan Sports,"Looking for the best sports training gear? Check out the market leader in creating ground-breaking running equipment and accessories.  From Running Socks, Hats, Apparel & Detergent.",,,,TRUE,Gear - Nathan Sports,true,Headwear,Socks,true,true,Run Laces,true,Sweat & Odor,K9 Series,true,"Not just your everyday hat, Nathan headwear adds purpose to style with thoughtful storage, cool comfort and reflectivity. Depending on your need, Nathan hats, beanies, bandanas and gaiters are purpose-built to overcome a variety of challenges, from heat to darkness to on-the-go storage. Our headwear features a variety of on-trend styles and designs. ",true,Keep It Clean,"Take your best furry friend along for the run with ease, comfort and less resistance with our K9 essentials. Inspired by tried-and-true Nathan race vests, the leash, harness and runners belt feature quality, comfortable material with reflective detail for enhanced visibility. Plus the attachment points are in just the right place to minimize pulling and encourage your dog to run alongside you. ","The perfect balance of fun, fit and function, Nathan running sock are playful, and perform to boot. Designed to optimize support, comfort and performance, our socks feature a blend of merino guaranteed to keep your feet happy with anti-blister and breathable yarns. Our socks feature limited edition designs so be sure to grab a pair of each for the ultimate collection. ","Safety is one of our core features across all our running products. The Nathan face mask delivers an exclusive design to provide uninterrupted activity while keeping you and others safe.  Intended for all athletes and sports, it’s the only athlete-driven face mask designed to keep you both moving and safe. Our exclusive Quick-flip design allows for quick, unobstructed access to hydration without removing the mask or touching your face. It is lightweight, layered and breathable with moisture control to wick away sweat while keeping you cool and dry. The low-profile, secure fit helps you play safe without compromise or restricting your athletic performance. It’s a perfect face mask for athletes at all levels. ","Power Wash is a sports laundry detergent built for a runner's life. Better for your clothes AND the planet, our detergent tackles the toughest stains and odors while revitalizing and restoring your favorite gear. It also works hard to preserve technical performance fabrics wash after wash. Available in liquid, capsules and wipes, Power Wash should be a part of every runner's routine. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107842994264,running-gear,MERGE,Gear,,Manual,,2025-11-05 04:11:30 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/NS24_site_PLP_Banner_Gear.webp?v=1713920653,3810,932,"athlete stopped to side of trail in Nathan Sports HyperNight Reflective Beanie, Gloves, and a black hydration pack",2,,,Tag,Equals,product_type:Run Laces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107842994264,running-gear,MERGE,Gear,,Manual,,2025-11-05 04:11:30 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/NS24_site_PLP_Banner_Gear.webp?v=1713920653,3810,932,"athlete stopped to side of trail in Nathan Sports HyperNight Reflective Beanie, Gloves, and a black hydration pack",3,,,Tag,Equals,product_type:Socks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107842994264,running-gear,MERGE,Gear,,Manual,,2025-11-05 04:11:30 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/NS24_site_PLP_Banner_Gear.webp?v=1713920653,3810,932,"athlete stopped to side of trail in Nathan Sports HyperNight Reflective Beanie, Gloves, and a black hydration pack",4,,,Tag,Equals,product_type:Detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107842994264,running-gear,MERGE,Gear,,Manual,,2025-11-05 04:11:30 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/NS24_site_PLP_Banner_Gear.webp?v=1713920653,3810,932,"athlete stopped to side of trail in Nathan Sports HyperNight Reflective Beanie, Gloves, and a black hydration pack",5,,,Tag,Equals,product_type:Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107842994264,running-gear,MERGE,Gear,,Manual,,2025-11-05 04:11:30 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/NS24_site_PLP_Banner_Gear.webp?v=1713920653,3810,932,"athlete stopped to side of trail in Nathan Sports HyperNight Reflective Beanie, Gloves, and a black hydration pack",6,,,Tag,Equals,product_type:Mitts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107842961496,hydration,MERGE,Running Hydration,"<p>Nathan is the trusted leader in running hydration, offering vests, bottles, flasks, waist packs, and handhelds built to keep runners performing at their best. Designed with superior form, fit, and function, our gear ensures you stay hydrated and comfortable on every run.</p>",Manual,,2025-11-05 04:11:30 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/F25_Product-Launch_PLP_Hydration.webp?v=1761785504,2858,699,"four images of runners using different Nathan Sports products. Hydration Pack & Jacket, tank top and shorts, hydration belt, and hydration vest",7,true,all conditions,Type,Contains,Hydration,"Hydration Gear for Marathons, Running & Hiking | Nathan Sports","Sports hydration and running gear designed to help you run stronger and longer! Find waist packs, bottles, flasks, and more. Check out our wide selection! Shop now and earn Free Shipping with Qualifying Orders! ",,,,TRUE,Hydration - Nathan,,,,,,,,,,,,,,,,,,"
https://cdn.shopify.com/s/files/1/0059/6253/0904/files/N_CatHeader_Hydration_MBL_OPT.jpg?v=1586878240",https://www.nathansports.com/,true,Vests & Packs,true,Handhelds,true,true,Flasks,Bottles,true,Replacements,Waist Belts,true,"Nathan is the industry leader in hydration solutions for runners and has been making hydration vests and packs for over 30 years. We lead by creating hydration solutions that fit better, run better, and simply perform better. Every Nathan hydration vest and pack is designed to be lightweight and comfortable with easy access to hydration and storage. All of our hydration vests and packs are durable, feature adjustable side straps for a perfect fit, soft perimeter binding to prevent chafing and smart pockets for easy access to essentials. ","Proper hydration is the number one need for any runner, and Nathan’s expertise in this category can be seen in any one of our hydration solutions. Waist belts make the perfect pack for walkers, joggers and runners, allowing for quick and easy access to hydration and essentials. Our waist belts are comfortable, lightweight and adjustable with an ergo-shaped, bounce-free design. Hydration is always easy, and bottles can be accessed effortlessly with our intuitive designs. Smart storage is included with thoughtful zippered pockets and a stash pouch for smaller items. ","Handhelds are our bestselling product and there’s a good reason for it. As the industry leader in hydration solutions, Nathan is always one step ahead in handheld hydration. We offer two primary types of handhelds – Hard Flasks and Soft Flasks. Both feature our patented grip-free design that keeps hydration in reach and always at the ready while maintaining a relaxed hand when running. We also offer a variety of solutions for carrying extra gear, a phone, your keys, or other small items like energy gels. All flasks are available in both insulated and non-insulated versions. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107843125336,sale,MERGE,Sale,<p></p>,Manual,,2025-11-05 11:02:13 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/Mountain.jpg?v=1713922465,3810,932,"four images of runners each with different Nathan Sports hydration pack, then running apparel, handheld bottle, and shorts",8,true,all conditions,Variant Compare At Price,Greater Than,0,"Hydration, Safety, Gear & Running Apparel Sale  | Nathan Sports","Shop all Nathan Apparel, Hydration, Safety & Running Gear/Accessories on Sale. Check back often for our latest sales and deals!",,,,TRUE,Nathan Sale Category Banner,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0059/6253/0904/files/N_CatHeader_Sale_MBL_OPT.jpg?v=1586878490,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0059/6253/0904/files/N_CatHeader_Sale_DSK_OPT.jpg?v=1586878490,men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107843125336,sale,MERGE,Sale,,Manual,,2025-11-05 11:02:13 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/Mountain.jpg?v=1713922465,3810,932,"four images of runners each with different Nathan Sports hydration pack, then running apparel, handheld bottle, and shorts",9,,,Vendor,Not Equals,eHouse Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107843125336,sale,MERGE,Sale,,Manual,,2025-11-05 11:02:13 -0800,true,2019-05-02 15:46:13 -0700,global,https://cdn.shopify.com/s/files/1/0059/6253/0904/collections/Mountain.jpg?v=1713922465,3810,932,"four images of runners each with different Nathan Sports hydration pack, then running apparel, handheld bottle, and shorts",10,,,Variant Inventory,Greater Than,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
